pKa	Source	ROMol	ISO_SMI	marvin_pKa
1.47	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46ceb0>	Cc1ccccc1S(=O)O	
7.06	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac26c0>	COc1ccc(N2N=C(C)CC2=O)cc1	
4.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de11a10>	Cc1cc(C)c(C)c(N)c1C	
5.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7cac0>	Nc1ccc2nc(/C=C/c3ccccc3)ccc2c1	
10.58	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7ad690>	CC12CC3(C)CC(C)(C1)CC(N)(C2)C3	
3.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd74dd0>	Cc1cc(-c2ccc([NH3+])c(C)c2)ccc1N	
5.88	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db18eb0>	CC[NH+]1CCC[C@@H]1CNC(=O)c1c(O)c(Br)cc(Br)c1OC	
5.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df40ba0>	Oc1cccc2cnccc12	
9.03	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c14d0>	CCOC(=O)C1(c2ccccc2)CCN(CC)CC1.Cl	
6.84	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe51c0>	OCCc1cnc(P(c2ncc(CCO)[nH]2)c2[nH]c(CCO)c[nH+]2)[nH]1	
5.95	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c6d50>	CSC1NC=CN1	
9.13	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd1380>	CN1CCC(n2nc(-c3ccccc3)c(Cc3ccccc3)c2[O-])CC1	
7.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8b8190>	CCNCC[NH2+]CC	
10.32	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6cc970>	Cc1ncc(CO)c(CN)c1[O-]	
3.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e71e110>	Cc1cc(=O)n(-c2ccccc2)n1C	
3.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc498c0>	Nc1ncnc2nn([C@@H]3C[C@@H](O)[C@H](CO)O3)nc12	
11.2	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafeab0>	CN(C)CCc1c[nH]c2ccc([O-])cc12	
10.9	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4e4430>	CC1=CC(C)(C)SC(=S)N1	
7.11	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c40b0>	NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O	
10.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df8dd90>	CCN(CC)CCCC(C)=O	
6.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e84eb90>	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(O)n2)cc1	
8.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d863610>	NC1CCNCC1	
7.19	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e425a80>	COc1cc(Nc2c3ccccc3nc3cccnc23)ccc1NS(C)(=O)=O	
6.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e794ba0>	CC(C)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1nccc(O)c1O.Cl	
4.49	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de5be60>	CCCCCOc1ccc(C(=O)O)cc1	
8.42	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc4ae30>	CC[NH+](CC)CCOc1ccccc1C(=O)NO	
7.01	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e69adc0>	O=Cc1ccc(O)c2ncccc12	
11.09	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70e5e0>	[O-]N=C1/C(=N/O)CCC/C1=N\O	
7.74	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd74120>	O=C(c1ccccc1)c1ccc(O)c(O)c1	
10.59	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d993760>	OCC(S)C[S-]	
3.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6df530>	CCOC(=O)c1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1	
6.47	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46daf0>	O=c1ccc(O)ccc1O	
8.58	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e59cc80>	O=C([O-])[C@@H]1Cc2[nH]cnc2CN1	
10.27	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba6960>	CN1CCCN(C)c2cccc3cccc1c23	
8.28	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de10350>	CCOC(=O)N1CCNCC1	
9.58	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e287d80>	CCCCCC(=O)NO	
4.82	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de02c70>	c1ccc(-c2cnc3c(ccc4cccnc43)c2)cc1	
10.93	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6af920>	O=C1NC2(CCc3ccccc32)C(=O)N1CCCN1CCc2ccccc2C1	
3.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db606d0>	C[NH+](C)c1ccc(/N=N/c2ccncc2)cc1	
8.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e566500>	C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1F	
5.23	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafceb0>	Cc1cc(O)n(-c2nc(O)cc(C)[nH+]2)n1	
7.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8d9230>	[O-][S+](Cc1ccccc1)c1ccccc1O	
5.35	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f21f0>	O=C(NCCCCCCNC(=O)NS(=O)(=O)c1cccc(Cl)c1)NS(=O)(=O)c1cccc(Cl)c1	
6.2	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0f84a0>	Nc1ccc2ccncc2c1	
4.59	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6ce9d0>	COc1ccc(N(C)CO)cc1	
9.56	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28900>	CN(C)Cc1ccc(NC(=O)/C=N/[O-])cc1	
4.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551f50>	O=C(NCCc1cccnc1)C1=CCCC1C(=O)N1CCCC1	
12.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8c1af0>	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	
6.01	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e550f90>	CCN(CC)c1ccc(OC)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12	
5.98	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b1690>	Cc1ccccn1	
8.9	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e526260>	Clc1ccc(-c2ccc(-c3ccnc(N4CC[NH2+]CC4)n3)s2)cc1	8.68
5.51	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46fdf0>	[NH3+]CCCc1ccncc1	
7.34	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6995b0>	CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)cc(OCC)c1-n1ccnc1	
7.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da3bca0>	CCCCCCCCCCN(CC(C)O)CC(C)O	
3.79	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df8f0d0>	CCc1ccccc1C(=O)O	
9.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5df140>	CCOC(=O)/C(=N\O)c1ccc(Sc2cc(F)cc(C3CCOCC3)c2)cc1	
6.86	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e509620>	Nc1cccc(Cn2c(-c3ccc(Oc4cccs4)cc3)ccc2-c2ccccc2Cl)n1	
10.71	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c7ae0>	Nc1ccnc2c([O-])cccc12	
3.48	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd2ace0>	c1ccc(C2=Nc3ccccc3CO2)cc1	
9.47	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e156960>	C/N=C1/CCCCC1C	
7.71	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1050e0>	Oc1cccc(Cl)c1Cl	
7.32	Liao	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea627a0>	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3[C@H](O)C12	
5.72	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e835fc0>	COCCOCCN(CCOCCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl	
6.63	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e285690>	Cc1cc(O)n(C2CC[NH+](C)CC2)n1	
2.35	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0262d0>	c1ccc(Oc2ccccn2)cc1	
1.81	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc49620>	Cc1ccc(-c2nnc(-c3ccccc3)o2)cc1	
4.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551ee0>	O=C(NCCc1ccncc1)C1=CCCC1C(=O)N1CCCC1	
9.8	Luan	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea61150>	Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	
9.54	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4a8270>	NCc1cc(N)cc(Cl)c1	
8.84	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe73e0>	CC1=C(CC(C)NCC(O)c2ccccc2)CCC1(C)C	
4.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e666a40>	COC(=O)N(COC(=O)[C@@H](C)c1ccc2cc(OC)ccc2c1)c1ccccc1	
4.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa1380>	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	
10.4	Morgenthaler	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea20740>	NCCCCSc1ccccc1	
5.12	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f2260>	O=C(NCCCCCCCNC(=O)NS(=O)(=O)c1cccc(Cl)c1)NS(=O)(=O)c1cccc(Cl)c1	
11.31	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafe1f0>	O=C1[N-]C(=S)NC(=O)C1C1C=CCCC1	
7.46	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f59a0>	CCc1ccc2nc3ccccc3c(Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1	
7.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c2a40>	Cn1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1	
2.84	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c0200>	O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1	
2.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8f25e0>	Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	
2.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e71d230>	CS(=N)(=O)c1ccc(Cl)cc1	
5.68	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa40b0>	CN[C@H]1C(C)[C@@H]1[NH2+]C	
7.94	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e55cf90>	O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2	8.14
7.75	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e765af0>	Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1	
9.2	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db638b0>	COP(=O)(Nc1nccs1)c1ccc(N)cc1	
7.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8d82e0>	COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCOCC1	
6.65	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e59dcb0>	C#CC(C)(C)N(C)C(C)(C)C#C	
2.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f0b30>	Fc1ncc[nH]1	
6.46	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e521540>	COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](F)C3)c2c1	
9.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c9a10>	COC(=O)C1CN2CCC1CC2	
4.87	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e409310>	CCCCCCCCCCN(Cc1nnn[nH]1)c1ccccc1	
3.33	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafc5f0>	Cc1cc2ccccc2c(C(=O)O)c1C	
5.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3fb220>	O=C1CCC(C2CCCCC2)C(=O)C1	
3.69	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e23d230>	CCc1ccc([C@@H]2CCC[NH+]2C)cn1	
6.68	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7962d0>	Cc1nc2c3c(c(C(=O)NC4CCC4)cn2c1C)CCC(c1ccccc1)O3	
7.01	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd2a810>	Oc1cc2ccccc2cc1C1=[NH+]CCN1	
8.12	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e84e180>	CCN(CC)C(C)C(=O)Nc1c(C)cccc1C	
9.68	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5ddee0>	NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1	
10.22	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9de490>	NCCC(=O)[O-]	
8.11	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06ea40>	COc1ccccc1/N=C/N(C)C	
6.865	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6eab46d0>	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1	7.3
6.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e23c200>	Nc1cccc(-c2cccc(N)n2)n1	
3.93	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e107920>	[NH3+]CCc1ccccn1	
4.34	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46c4a0>	O=C(O)CCc1cccs1	
9.04	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa07b0>	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	
8.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6ad540>	CN(C)C1C2c3ccccc3C(c3ccccc32)C1C(=O)O	
10.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe6c70>	CC(=O)c1ccccc1NN=C1C(=O)CC(C)(C)CC1=O	
8.72	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46f300>	N#Cc1ccc(CN)cc1	
4.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c8b30>	CSc1cccc2ncccc12	
5.91	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9deb90>	N#CCCNN	
9.28	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e866500>	CC(C)(C)c1ccc(Oc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1	
9.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3be500>	C1CCCNCCCCCCNCC1	
8.19	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e84e9d0>	CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5	
1.53	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de5a030>	[NH3+]C(Cc1c[nH]c[nH+]1)C(=O)O	
7.18	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7c660>	Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N	
10.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f73e0>	Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(CCCCN)n1	
9.19	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6aceb0>	CN(C)CC1C2c3ccccc3C(c3ccccc32)C1CN(C)C	
4.03	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06d620>	COc1ccc(/C=C\C(=O)O)cc1	
4.44	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da383c0>	O=C1C(O)=C(/C=C/c2ccccc2)C(=O)c2ccccc21	
3.48	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac1cb0>	O=S(=O)(Nc1cc(Sc2cccc3cccnc23)c(O)c2ccccc12)c1ccccc1	
5.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df42f80>	Cc1n[nH]c2ccc(N)cc12	
8.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5deb20>	CC1(C)CCc2c(ccc(O)c2Cl)O1	
8.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c0510>	Nc1c2ccccc2nc2c(C(=O)NCCN3CCCCC3)cccc12	
7.63	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7c890>	OC[C@@H]1O[C@H](n2cnc3c([S-])ncnc32)[C@@H](O)[C@H]1O	
5.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e9fea40>	c1ccncc1	
4.64	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e71fc30>	CN(C)CCN1C=Nc2cccc3cccc1c23	
11.16	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e834b30>	Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1	
1.54	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e581af0>	C[S+](C)[O-]	
12.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db1ad50>	Nc1nc2cc3ccccc3cc2[nH]1	
4.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea35380>	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	
9.47	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8674c0>	COc1cccc(CNCCCNc2ccnc3cc(-c4cccc5ccccc45)ccc23)c1O	
3.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e60b6f0>	C=CC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2	
5.19	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b2f10>	Nc1cccnn1	
8.01	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafc660>	O=C(c1ccccc1)c1ccc(O)cc1	
8.88	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7accf0>	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	
1.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e59f1b0>	O=C(O)c1cc(=O)cco1	
4.67	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc4bed0>	Nc1ccc2c(c1)-c1c(ccc3ccccc13)C2	
9.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e879230>	CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)c1.Cl	
7.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64f7d0>	Cn1c2cc(OCCCN3CCOCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O	
8.69	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e878f20>	CCCCOC(=O)[C@@H](N)CCC(=O)NCCSC(C)=O.Cl	
9.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd1310>	COc1ccc2c(c1O)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3	
5.57	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c7060>	CCOc1ccc2[nH]cnc2c1	
10.96	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e77e8f0>	CNS(=O)(=O)c1ccc(Cl)cc1	
3.99	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e666c00>	Nc1ccc(Cl)cc1	
9.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e77e490>	CCCCCCCCCn1cc(CCN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1	
7.53	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dabc900>	CCN(CC)CCC(OC(=O)c1ccccc1)c1ccccc1	
7.95	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8163b0>	C1CN2CCCN2C1	
4.9	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e55d460>	c1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1	3.45
6.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c0190>	Clc1ccc(Cn2cc(NCCN3CCOCC3)nn2)cc1Cl	
6.81	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d81f5a0>	CCNN(C)CC	
6.45	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e553a00>	Clc1ccc2c(NCc3nc(-c4ccccc4)cs3)ccnc2c1	
3.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da39fc0>	O=[PH]([O-])C([NH2+]Cc1cccnc1)c1ccccc1O	
3.96	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e2c9e00>	O=C(O)C12CCC(C1)C2	
7.49	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea81230>	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	
6.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc4a6c0>	COc1ccc(-c2cn3ccnc3[nH]2)c(OC)c1	
6.01	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dabe9d0>	CC1CNCc2ccccc2OCCOc2ccccc2C[NH2+]1	
7.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e667d80>	CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2C2=NS(=O)(=O)c3cc(S(N)(=O)=O)c(Cl)cc3N2)cc1	
8.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e667ca0>	CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2C2Nc3cc(Cl)c(S(N)(=O)=O)cc3S(=O)(=O)N2)cc1	
6.22	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba4e40>	CCCCCC/N=C/c1c(C)cnc(C)c1O	
2.05	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e89a8f0>	c1ccc(-c2nc[nH]n2)cc1	
8.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e9ff7d0>	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCN(C)C)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O	
9.69	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28190>	CC(=O)C(Cc1ccc(C#N)cc1)C(C)=O	
1.89	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e027680>	Cc1cc(C)n(-c2ccccn2)n1	
5.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1577d0>	CSCc1ccccn1	
7.52	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd2b90>	CC(C=C(c1cccs1)c1cccs1)N1CCCCCCC1	
10.64	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46d380>	Cc1cc(C)c(C)c(O)c1	
12.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dee6260>	O=C1O[C@@H]([C@H](O)[C@@H](O)[C@@H](O)CO)C([O-])=C1O	
5.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6dfa70>	COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2Br)cc1OC	
9.37	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8211c0>	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	
6.28	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0f89e0>	Nc1cncc2ccccc12	
9.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8233e0>	C#CCN(C)[C@H](C)Cc1ccccc1	
8.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e767290>	NC(=O)c1cc[n+](Cc2ccc(C[n+]3ccc(/C=N/O)cc3)cc2)cc1.[Br-].[Br-]	
9.23	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70d540>	O=C([O-])CNCCc1nnn[n-]1	
2.97	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de5b920>	NC(=O)C[C@H](NC(=O)[C@@H](N)CS)C(=O)O	
8.85	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8209e0>	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	
5.75	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dee7d80>	COCC/N=C(\c1ccccc1)C(C)(C)O	
10.85	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd4f90>	Cc1cccc(C(C)C)c1O	
