ID	pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset
423991	9.3	6.44	8	acidic	['chembl25']
1248	3.1	2.08	3	basic	['datawarrior']
1151	3.93	3.84	3	basic	['datawarrior']
1075901	5.95	5.07	3	basic	['chembl25']
3764	9.65	9.15	9	acidic	['datawarrior']
7497	6.2	6.22	2	acidic	['datawarrior']
6621	9.26	8.99	0	basic	['datawarrior']
6458	8.31	8.73	15	basic	['datawarrior']
1613	9.94	9.8	0	basic	['datawarrior']
760	9.4	9.53	0	basic	['datawarrior']
6526	7.0	8.15	18	basic	['datawarrior']
3672	9.22	8.86	6	basic	['datawarrior']
386561	3.2	3.54	5	basic	['chembl25']
7766	5.03	4.59	2	acidic	['datawarrior']
1379	4.88	4.89	2	acidic	['datawarrior']
1384	5.04	4.89	2	acidic	['datawarrior']
189	10.6	10.5	0	basic	['datawarrior']
1640	10.51	10.2	0	basic	['datawarrior']
2736	10.59	9.36	0	basic	['datawarrior']
2050	10.92	10.45	4	basic	['datawarrior']
1040146	6.59	7.65	26	basic	['chembl25']
18149693	7.93	7.9	6	basic	['chembl25']
5745	8.97	10.29	14	basic	['datawarrior']
2088096	8.5	8.07	2	basic	['chembl25']
7586	5.34	7.89	0	basic	['datawarrior']
7587	5.33	7.89	0	basic	['datawarrior']
16777208	5.29	4.74	32	acidic	['chembl25']
299186	4.3	3.19	37	acidic	['chembl25']
272362	6.5	6.38	37	acidic	['chembl25']
85275	5.6	4.18	38	acidic	['chembl25']
428884	3.9	3.06	10	acidic	['chembl25']
418531	5.7	3.46	12	acidic	['chembl25']
12719441	9.7	7.91	7	basic	['chembl25']
12719436	7.0	7.8	7	basic	['chembl25']
12719437	7.3	7.8	7	basic	['chembl25']
13365670	10.4	7.96	8	basic	['chembl25']
12719446	9.8	7.91	7	basic	['chembl25']
13365666	10.9	9.93	8	basic	['chembl25']
12719444	9.0	9.16	7	basic	['chembl25']
15768935	9.2	9.41	7	basic	['chembl25']
13365667	10.8	10.05	11	basic	['chembl25']
13365676	9.7	7.91	7	basic	['chembl25']
13365687	8.3	7.43	6	basic	['chembl25']
15768936	9.6	9.48	7	basic	['chembl25']
13948591	6.4	7.07	19	basic	['chembl25']
6314933	9.1	9.7	6	basic	['chembl25']
4813	5.01	4.48	2	acidic	['datawarrior']
840710	5.08	4.6	6	acidic	['datawarrior', 'chembl25']
4804	4.98	4.47	2	acidic	['datawarrior']
5835	9.7	10.2	25	basic	['datawarrior']
4771	9.07	9.64	25	basic	['datawarrior']
4770	9.05	9.64	26	basic	['datawarrior']
4769	9.07	9.64	26	basic	['datawarrior']
4520	8.81	9.37	6	basic	['datawarrior']
6876	9.28	10.44	22	basic	['datawarrior']
848048	5.02	4.48	7	acidic	['chembl25']
3673	10.02	8.86	6	basic	['datawarrior']
853670	5.04	4.48	7	acidic	['chembl25']
16482116	3.4	3.13	6	acidic	['chembl25']
2032	11.74	11.5	0	basic	['datawarrior']
1385	4.74	4.89	2	acidic	['datawarrior']
190	10.62	10.5	0	basic	['datawarrior']
202	10.99	10.56	0	basic	['datawarrior']
3019	10.21	10.34	0	basic	['datawarrior']
3679	10.65	10.52	5	basic	['datawarrior']
2734	11.44	11.14	0	basic	['datawarrior']
1387	5.045	4.89	2	acidic	['datawarrior']
2738	11.74	11.23	0	basic	['datawarrior']
2033	11.48	11.5	0	basic	['datawarrior']
1386	4.74	4.89	2	acidic	['datawarrior']
2034	10.23	11.5	0	basic	['datawarrior']
7071	10.8	9.38	4	basic	['datawarrior']
3248182	8.74	9.04	20	basic	['chembl25']
3248183	8.95	9.04	19	basic	['chembl25']
2035	10.1	10.82	0	basic	['datawarrior']
335	10.62	10.94	0	basic	['datawarrior']
2088095	8.5	8.07	2	basic	['chembl25']
13948592	6.4	7.13	18	basic	['chembl25']
15240523	7.8	8.41	25	basic	['chembl25']
16779758	4.2	2.96	13	basic	['chembl25']
16779757	6.2	5.45	13	basic	['chembl25']
91247	5.4	4.81	39	acidic	['chembl25']
269920	5.6	4.18	38	acidic	['chembl25']
278434	7.9	5.94	36	acidic	['chembl25']
92239	7.9	5.94	36	acidic	['chembl25']
422615	3.9	3.06	10	acidic	['chembl25']
405274	5.7	3.46	12	acidic	['chembl25']
3124	9.49	9.94	5	basic	['datawarrior']
15768922	7.9	7.61	2	basic	['chembl25']
12719442	5.8	5.4	2	basic	['chembl25']
12719440	8.1	6.2	2	basic	['chembl25']
12719439	7.4	6.2	2	basic	['chembl25']
12719432	5.8	6.09	2	basic	['chembl25']
12719433	5.9	6.09	2	basic	['chembl25']
15768924	7.9	7.61	2	basic	['chembl25']
12719445	6.3	5.4	2	basic	['chembl25']
12719443	6.1	6.63	2	basic	['chembl25']
15768928	8.0	8.18	2	basic	['chembl25']
15768931	6.8	7.3	2	basic	['chembl25']
15768929	7.8	8.18	2	basic	['chembl25']
15768930	6.9	7.3	2	basic	['chembl25']
13365677	9.7	8.05	2	basic	['chembl25']
5257	3.5	3.64	23	acidic	['datawarrior']
13948590	6.7	7.13	12	basic	['chembl25']
6416	10.8	10.32	0	acidic	['datawarrior']
295552	8.37	10.85	15	acidic	['chembl25']
16629664	9.04	7.91	24	acidic	['chembl25']
16629663	9.08	7.91	24	acidic	['chembl25']
1114343	5.81	8.02	2	basic	['chembl25']
4128	3.8	4.2	2	acidic	['datawarrior']
1906	4.02	4.46	2	acidic	['datawarrior']
6671	8.31	9.83	7	acidic	['datawarrior']
2218	9.8	10.28	0	acidic	['datawarrior']
2219	9.64	10.09	0	acidic	['datawarrior']
2220	9.78	10.26	0	acidic	['datawarrior']
7655	7.34	7.88	6	basic	['datawarrior']
4930	4.6	6.09	9	basic	['datawarrior']
7701	7.98	9.7	0	acidic	['datawarrior']
102173	7.18	7.91	9	acidic	['chembl25']
84157	7.19	7.92	9	acidic	['chembl25']
73145	7.36	7.94	9	acidic	['chembl25']
3684	9.8	10.09	0	acidic	['datawarrior']
3685	9.43	10.0	0	acidic	['datawarrior']
3686	9.57	10.02	0	acidic	['datawarrior']
851	8.75	9.43	0	acidic	['datawarrior']
7984142	5.5	6.29	9	acidic	['chembl25']
853	8.89	9.26	0	acidic	['datawarrior']
3662	8.1	8.83	0	acidic	['datawarrior']
854	8.71	8.83	0	acidic	['datawarrior']
7573	4.65	4.66	0	basic	['datawarrior']
4534	8.25	9.02	0	acidic	['datawarrior']
14692217	2.5	3.52	9	basic	['chembl25']
4531	8.07	8.59	0	acidic	['datawarrior']
4530	7.46	7.88	0	acidic	['datawarrior']
4483	2.01	3.44	2	acidic	['datawarrior']
826	3.43	4.36	2	acidic	['datawarrior']
3661	4.11	4.54	2	acidic	['datawarrior']
2207	4.33	4.62	2	acidic	['datawarrior']
4694	4.44	4.52	2	acidic	['datawarrior']
630191	6.54	6.87	8	acidic	['chembl25']
1452	7.31	5.89	9	acidic	['datawarrior']
1451	7.67	7.19	8	acidic	['datawarrior']
3457	2.66	3.71	8	basic	['datawarrior']
14697944	10.07	11.39	14	acidic	['chembl25']
3599134	10.6	9.63	17	acidic	['chembl25']
4996	4.85	5.56	0	acidic	['datawarrior']
4999	3.0	6.32	0	acidic	['datawarrior']
1210	4.93	4.92	0	acidic	['datawarrior']
1205	5.42	4.75	0	acidic	['datawarrior']
1154	2.4	5.83	0	acidic	['datawarrior']
18121502	8.41	8.81	7	acidic	['datawarrior', 'chembl25']
3458	2.61	5.04	12	basic	['datawarrior']
1208	6.9	8.02	0	acidic	['datawarrior']
1207	6.06	7.22	0	acidic	['datawarrior']
1211	7.09	7.74	0	acidic	['datawarrior']
1212	5.81	6.56	0	acidic	['datawarrior']
1722	2.29	3.38	2	acidic	['datawarrior']
15104784	9.53	7.43	8	acidic	['chembl25']
5143	10.98	11.63	3	acidic	['datawarrior']
291	4.96	4.9	0	acidic	['datawarrior']
234	2.27	5.28	0	acidic	['datawarrior']
1213	6.12	6.38	0	acidic	['datawarrior']
1156	3.22	5.93	0	acidic	['datawarrior']
1204	7.15	6.35	0	acidic	['datawarrior']
1153	4.12	5.89	0	acidic	['datawarrior']
1209	5.56	6.62	0	acidic	['datawarrior']
1206	6.81	5.62	0	acidic	['datawarrior']
5145	8.4	8.92	0	acidic	['datawarrior']
18121501	7.871667	7.63	9	acidic	['datawarrior', 'chembl25']
5694	8.05	8.95	0	acidic	['datawarrior']
430282	9.49	6.82	8	acidic	['chembl25']
5863	5.31	6.01	5	basic	['datawarrior']
3338	11.4	7.77	4	acidic	['datawarrior']
5790	6.97	8.81	9	acidic	['datawarrior']
15001934	3.4	4.04	20	acidic	['chembl25']
6340436	9.73	11.33	10	acidic	['chembl25']
2625184	9.8	9.08	3	basic	['chembl25']
3374	5.89	3.34	2	acidic	['datawarrior']
2486	4.67	4.73	2	acidic	['datawarrior']
3061	5.8	3.39	2	acidic	['datawarrior']
7180	8.43	5.48	12	basic	['datawarrior']
7993035	3.0	5.17	8	acidic	['chembl25']
2446	11.3	7.33	4	acidic	['datawarrior']
14647193	2.9	3.7	2	acidic	['chembl25']
7025	10.9	7.03	4	acidic	['datawarrior']
3980	4.61	4.81	0	basic	['datawarrior']
4014	3.18	2.61	8	basic	['datawarrior']
2362	9.83	9.57	12	acidic	['datawarrior']
4019	4.0	3.49	1	basic	['datawarrior']
12038170	9.11	9.37	2	acidic	['chembl25']
12186594	4.03	3.35	28	acidic	['chembl25']
12186586	3.88	3.84	29	acidic	['chembl25']
12186587	3.86	3.86	29	acidic	['chembl25']
12186593	4.03	3.93	28	acidic	['chembl25']
12186584	3.86	3.83	29	acidic	['chembl25']
12186585	3.85	3.86	29	acidic	['chembl25']
12186583	3.83	3.54	28	acidic	['chembl25']
12186592	4.02	3.95	28	acidic	['chembl25']
12187833	3.83	3.55	28	acidic	['chembl25']
12186590	4.0	3.47	27	acidic	['chembl25']
12186588	3.98	3.33	28	acidic	['chembl25']
12186595	4.15	4.05	27	acidic	['chembl25']
3339	7.6	7.4	4	acidic	['datawarrior']
6716	7.8	6.73	4	acidic	['datawarrior']
2062739	7.3	7.9	17	basic	['chembl25']
15760814	7.2	8.12	22	basic	['chembl25']
15760705	7.3	8.08	22	basic	['chembl25']
15747660	8.2	8.96	23	basic	['chembl25']
6381732	6.07	6.83	22	basic	['chembl25']
15760775	7.7	8.09	22	basic	['chembl25']
15747646	8.4	8.98	23	basic	['chembl25']
15760785	7.7	8.09	22	basic	['chembl25']
15747656	8.4	8.98	23	basic	['chembl25']
15747712	6.3	7.37	22	basic	['chembl25']
15760794	7.3	8.08	22	basic	['chembl25']
1659	2.87	3.43	9	basic	['datawarrior']
4217	3.36	3.83	10	acidic	['datawarrior']
3377	4.33	3.45	2	acidic	['datawarrior']
6366948	4.14	6.93	24	basic	['chembl25']
531	11.3	10.59	11	acidic	['datawarrior']
963141	5.5	4.66	6	basic	['chembl25']
15093553	3.1	3.85	29	acidic	['chembl25']
15093551	3.1	3.27	31	acidic	['chembl25']
15093557	3.0	3.42	32	acidic	['chembl25']
15093556	2.9	3.48	33	acidic	['chembl25']
15093554	2.9	3.35	31	acidic	['chembl25']
15093555	3.3	3.33	37	acidic	['chembl25']
15093550	3.0	3.28	30	acidic	['chembl25']
1288	4.09	7.05	11	acidic	['datawarrior']
4206	3.43	3.8	10	acidic	['datawarrior']
48550	4.3	4.38	18	acidic	['chembl25']
16523848	8.07	7.67	13	basic	['chembl25']
4210	3.26	3.84	10	acidic	['datawarrior']
12432235	4.48	3.66	1	basic	['chembl25']
6686	4.49	4.2	0	basic	['datawarrior']
7188	4.83	4.22	0	basic	['datawarrior']
1934482	6.4	4.38	3	basic	['chembl25']
1934442	6.4	5.45	3	basic	['chembl25']
2237881	9.705	11.81	9	acidic	['chembl25']
17998225	7.9	8.25	1	basic	['chembl25']
17998224	8.7	9.12	6	basic	['chembl25']
5654	5.3	5.01	0	basic	['datawarrior']
5653	7.5	5.01	16	basic	['datawarrior']
5932	6.6	7.91	5	basic	['datawarrior']
6187	4.4	7.93	12	acidic	['datawarrior']
6581	6.0	7.26	9	acidic	['datawarrior']
3054	4.6	3.61	2	acidic	['datawarrior']
7802	8.39	7.38	0	basic	['datawarrior']
900999	8.7	11.57	7	basic	['chembl25']
868065	9.0	8.96	7	basic	['chembl25']
3043	5.65	3.36	2	acidic	['datawarrior']
7291	7.51	6.82	0	basic	['datawarrior']
6291590	4.1	4.84	4	basic	['chembl25']
6291588	4.2	4.84	4	basic	['chembl25']
6894	5.12	5.97	5	basic	['datawarrior']
5865	4.84	4.9	5	basic	['datawarrior']
6867	6.3	5.07	5	basic	['datawarrior']
5030	4.84	3.66	7	basic	['datawarrior']
885373	9.0	11.67	4	basic	['chembl25']
897307	9.2	9.05	4	basic	['chembl25']
3456	8.35	9.34	3	basic	['datawarrior']
897729	5.925	7.46	3	acidic	['chembl25']
2986	7.73	6.66	0	acidic	['datawarrior']
7833	10.9	8.25	4	acidic	['datawarrior']
4214	6.6	10.29	10	acidic	['datawarrior']
2834	5.0	6.13	0	acidic	['datawarrior']
2250343	7.15	7.53	2	acidic	['chembl25']
2250344	7.12	7.53	2	acidic	['chembl25']
2250345	7.11	7.53	2	acidic	['chembl25']
2250342	7.09	7.53	2	acidic	['chembl25']
2250341	7.12	7.53	2	acidic	['chembl25']
2250339	7.06	7.53	2	acidic	['chembl25']
2250331	9.1	7.52	2	acidic	['datawarrior', 'chembl25']
2961	2.1	4.36	7	basic	['datawarrior']
2445	2.4	2.83	4	basic	['datawarrior']
3783	6.19	7.47	4	acidic	['datawarrior']
783461	4.2	5.33	10	acidic	['chembl25']
785761	4.7	6.0	10	acidic	['chembl25']
763436	6.4	6.86	10	acidic	['chembl25']
2352	6.1	6.25	4	acidic	['datawarrior']
753602	6.4	6.73	9	acidic	['chembl25']
777922	5.9	7.03	9	acidic	['chembl25']
769978	7.8	7.8	9	acidic	['datawarrior', 'chembl25']
284572	8.0	10.65	13	acidic	['chembl25']
558651	2.82	2.97	21	acidic	['chembl25']
3272	9.14	9.38	12	acidic	['datawarrior']
3273	8.26	7.6	11	acidic	['datawarrior']
2915	6.87	7.01	0	acidic	['datawarrior']
142	7.3	6.73	6	basic	['datawarrior']
1444	7.6	8.09	4	acidic	['datawarrior']
1671	3.54	3.61	9	basic	['datawarrior']
765	4.36	4.91	9	basic	['datawarrior']
282096	10.21	9.45	11	basic	['chembl25']
4212	3.77	3.93	10	acidic	['datawarrior']
3037	3.58	3.73	8	basic	['datawarrior']
4516	8.27	8.54	0	acidic	['datawarrior']
6291586	3.5	4.01	17	basic	['chembl25']
6291589	4.2	4.84	15	basic	['chembl25']
521866	7.0	10.07	22	acidic	['chembl25']
514165	6.7	10.07	22	acidic	['chembl25']
13830202	10.1	9.82	5	basic	['chembl25']
1473	4.64	4.14	2	acidic	['datawarrior']
3060	5.35	3.58	2	acidic	['datawarrior']
4216	4.03	4.05	10	acidic	['datawarrior']
4205	4.07	4.07	10	acidic	['datawarrior']
2800	4.24	3.56	8	acidic	['datawarrior']
4617	3.44	3.99	2	acidic	['datawarrior']
2062770	10.2	10.28	10	basic	['chembl25']
569	10.9	10.99	0	acidic	['datawarrior']
4232	10.56	10.64	0	acidic	['datawarrior']
16780529	3.6	4.78	22	acidic	['chembl25']
3163	4.93	7.61	0	acidic	['datawarrior']
212886	7.55	7.11	18	acidic	['datawarrior', 'chembl25']
7791	4.32	4.01	0	basic	['datawarrior']
6572	4.0	4.68	2	acidic	['datawarrior']
564	10.76	10.76	0	acidic	['datawarrior']
3488	3.43	3.84	2	acidic	['datawarrior']
4391	4.3	4.61	0	basic	['datawarrior']
42412	4.2	4.88	18	acidic	['chembl25']
1439	10.64	10.57	0	acidic	['datawarrior']
2882	4.81	4.56	1	basic	['datawarrior']
4526	7.1	7.04	5	basic	['datawarrior']
1634	4.37	4.64	0	basic	['datawarrior']
5413	9.1	8.16	0	acidic	['datawarrior']
279595	10.78	10.03	8	basic	['chembl25']
289189	9.59	9.05	8	basic	['chembl25']
568	11.18	11.19	0	acidic	['datawarrior']
810794	10.9	11.07	6	acidic	['datawarrior', 'chembl25']
1440	10.55	10.79	0	acidic	['datawarrior']
5523	6.5	6.23	7	basic	['datawarrior']
4964	5.96	5.95	0	basic	['datawarrior']
3369	4.48	5.94	0	basic	['datawarrior']
1127	5.11	5.94	0	basic	['datawarrior']
2594449	3.05	3.05	30	basic	['chembl25']
2594450	4.3	4.3	29	basic	['chembl25']
2594448	4.27	4.27	28	basic	['chembl25']
5116	6.82	10.21	0	basic	['datawarrior']
4170	4.3	4.08	2	acidic	['datawarrior']
2994	4.81	5.07	0	basic	['datawarrior']
14669646	10.6	7.39	10	acidic	['chembl25']
14669654	10.0	7.18	10	acidic	['chembl25']
14669649	8.4	7.25	10	acidic	['chembl25']
14669652	9.9	9.7	10	acidic	['chembl25']
14669630	9.2	10.13	10	acidic	['chembl25']
14669647	9.3	10.33	10	acidic	['chembl25']
14669653	8.3	8.05	10	acidic	['chembl25']
14669645	9.5	7.46	10	acidic	['chembl25']
14669664	8.4	6.23	24	basic	['chembl25']
2804	10.13	10.25	0	acidic	['datawarrior']
2356	2.19	2.91	0	basic	['datawarrior']
1583	4.0	2.47	2	basic	['datawarrior']
83	3.96	3.55	0	basic	['datawarrior']
3023	7.35	7.3	0	basic	['datawarrior']
92	2.7	3.29	5	basic	['datawarrior']
12143466	7.4	5.25	10	basic	['chembl25']
620	6.2	7.7	5	acidic	['datawarrior']
10994382	4.7	3.83	7	acidic	['chembl25']
16538804	9.3	8.8	1	basic	['chembl25']
4505	7.3	6.81	8	basic	['datawarrior']
618	9.92	10.66	0	acidic	['datawarrior']
14647207	2.4	2.47	10	basic	['chembl25']
2506644	10.5	10.64	5	acidic	['chembl25']
300708	8.29	8.14	8	basic	['chembl25']
289187	10.25	9.48	11	basic	['chembl25']
294125	9.03	8.57	11	basic	['chembl25']
1442	7.85	7.82	4	acidic	['datawarrior']
4202	3.75	3.95	10	acidic	['datawarrior']
14686569	9.91	9.45	10	basic	['chembl25']
2822	9.6	9.33	8	acidic	['datawarrior']
3288917	5.59	5.51	9	basic	['chembl25']
3288919	5.49	5.51	15	basic	['chembl25']
15768923	7.4	7.61	20	basic	['chembl25']
4972	7.45	4.44	7	basic	['datawarrior']
15243308	5.3	3.54	19	acidic	['chembl25']
1443	6.0	7.65	4	acidic	['datawarrior']
4208	3.79	3.93	10	acidic	['datawarrior']
4372	4.37	3.01	8	basic	['datawarrior']
1614	5.15	5.37	0	basic	['datawarrior']
6198	7.3	9.39	9	acidic	['datawarrior']
13830200	10.1	9.83	5	basic	['chembl25']
13830203	10.1	9.83	5	basic	['chembl25']
13830207	10.1	9.83	5	basic	['chembl25']
13830204	10.1	9.83	5	basic	['chembl25']
13830205	10.1	9.83	5	basic	['chembl25']
562	10.79	10.92	0	acidic	['datawarrior']
575	9.98	9.55	9	acidic	['datawarrior']
4514	8.21	8.06	0	acidic	['datawarrior']
855	8.2	8.72	0	acidic	['datawarrior']
4226	10.31	10.39	0	acidic	['datawarrior']
2823	9.4	9.08	8	acidic	['datawarrior']
6873	10.3	8.04	0	acidic	['datawarrior']
850	8.34	9.2	0	acidic	['datawarrior']
4234	7.6	6.05	10	acidic	['datawarrior']
3935	8.44	11.77	8	acidic	['datawarrior']
15243309	3.7	3.54	23	acidic	['chembl25']
173067	8.84	7.94	9	basic	['chembl25']
180441	8.71	7.94	9	basic	['chembl25']
12111352	6.5	6.24	7	basic	['chembl25']
14647200	3.4	2.41	19	basic	['chembl25']
6783	8.25	9.03	18	acidic	['datawarrior']
6197	7.0	9.4	9	acidic	['datawarrior']
14647195	4.8	2.2	19	basic	['chembl25']
15240524	7.7	8.41	25	basic	['chembl25']
15240527	7.0	8.38	26	basic	['chembl25']
14739655	9.3	11.31	8	basic	['chembl25']
2084614	7.3	7.08	8	basic	['chembl25']
4954	5.71	5.5	0	basic	['datawarrior']
12057534	7.6	6.55	5	basic	['chembl25']
12057531	4.5	4.49	6	basic	['chembl25']
12057530	3.5	4.76	12	basic	['chembl25']
3370	4.41	5.57	0	basic	['datawarrior']
6950	3.33	3.52	2	acidic	['datawarrior']
1128	4.93	5.53	0	basic	['datawarrior']
7152	5.26	4.97	0	basic	['datawarrior']
10869589	4.63	3.03	9	basic	['chembl25']
3821	6.04	6.42	0	basic	['datawarrior']
962268	6.0	6.04	4	basic	['chembl25']
5308	4.58	6.0	13	basic	['datawarrior']
5307	4.7	6.0	13	basic	['datawarrior']
5880	4.63	6.0	15	basic	['datawarrior']
1287	4.57	6.86	10	acidic	['datawarrior']
311	4.2	8.14	3	acidic	['datawarrior']
5787	5.37	7.45	13	acidic	['datawarrior']
979757	6.785	7.45	4	acidic	['datawarrior', 'chembl25']
141	2.2	3.67	2	basic	['datawarrior']
3053	5.1	3.46	2	acidic	['datawarrior']
7286	3.66	3.57	0	basic	['datawarrior']
11010043	4.1	5.91	16	acidic	['chembl25']
11010041	4.0	4.0	15	acidic	['chembl25']
1921208	6.02	5.39	8	basic	['chembl25']
14680850	6.2	4.88	4	acidic	['chembl25']
393409	9.4	6.73	12	acidic	['chembl25']
521	4.56	4.45	2	acidic	['datawarrior']
2174073	10.73	8.73	1	basic	['chembl25']
637	9.21	10.36	0	basic	['datawarrior']
4190	6.41	9.47	4	acidic	['datawarrior']
4191	6.3	9.94	7	acidic	['datawarrior']
4225	3.0	3.25	8	acidic	['datawarrior']
4211	3.58	3.81	10	acidic	['datawarrior']
5118	6.79	10.28	0	basic	['datawarrior']
2105	3.44	3.41	2	acidic	['datawarrior']
74192	7.57	8.51	11	acidic	['chembl25']
796	8.5	9.07	4	acidic	['datawarrior']
1138477	7.09	8.61	9	basic	['chembl25']
1127247	6.35	6.85	10	basic	['chembl25']
10894971	7.6	7.6	1	basic	['chembl25']
3051	5.0	3.65	2	acidic	['datawarrior']
4224	3.09	3.45	8	acidic	['datawarrior']
4177	4.18	4.15	2	acidic	['datawarrior']
4220	3.27	3.27	8	acidic	['datawarrior']
4222	3.2	3.5	8	acidic	['datawarrior']
4261	3.11	2.99	2	acidic	['datawarrior']
14688463	4.135	4.26	9	acidic	['datawarrior', 'chembl25']
4215	3.96	4.14	10	acidic	['datawarrior']
4171	4.41	4.27	2	acidic	['datawarrior']
4204	4.06	4.11	10	acidic	['datawarrior']
2837	3.42	3.16	2	acidic	['datawarrior']
2797	3.76	3.37	8	acidic	['datawarrior']
6066	9.44	9.77	9	acidic	['datawarrior']
1449	2.59	2.58	0	acidic	['datawarrior']
885914	3.5	3.93	16	acidic	['chembl25']
320000	3.44	3.86	19	acidic	['chembl25']
5661	3.64	3.49	2	acidic	['datawarrior']
66641	9.3	8.63	17	acidic	['chembl25']
6138	10.81	11.1	7	acidic	['datawarrior']
5739	10.18	11.0	8	acidic	['datawarrior']
6137	10.8	11.09	7	acidic	['datawarrior']
6132	10.97	11.17	2	acidic	['datawarrior']
6133	10.63	10.95	2	acidic	['datawarrior']
5127	11.5	11.13	2	acidic	['datawarrior']
2550929	4.14	4.89	4	acidic	['chembl25']
1737554	10.65	10.59	10	acidic	['chembl25']
4913	8.66	8.79	9	basic	['datawarrior']
4230	10.35	10.42	0	acidic	['datawarrior']
6376	4.24	4.53	2	acidic	['datawarrior']
6377	4.18	4.48	2	acidic	['datawarrior']
4519	9.06	9.14	6	basic	['datawarrior']
5117	6.79	10.23	0	basic	['datawarrior']
4174	3.97	3.95	2	acidic	['datawarrior']
2999	4.47	4.65	0	basic	['datawarrior']
4628	6.75	6.58	5	acidic	['datawarrior']
2808	10.36	10.46	0	acidic	['datawarrior']
884546	4.8	4.42	16	acidic	['chembl25']
199	6.4	6.23	0	basic	['datawarrior']
80	3.99	3.85	1	basic	['datawarrior']
1124	6.41	8.75	0	basic	['datawarrior']
1125	9.99	10.43	0	basic	['datawarrior']
2031	6.76	6.68	0	basic	['datawarrior']
1148	5.35	7.72	3	basic	['datawarrior']
522	4.74	4.85	2	acidic	['datawarrior']
548152	10.84	9.66	1	basic	['chembl25']
1612	9.78	9.81	0	basic	['datawarrior']
2992	9.51	9.33	0	basic	['datawarrior']
12542616	8.23	7.89	14	acidic	['chembl25']
12542607	9.14	6.94	15	acidic	['chembl25']
1758	4.4	4.04	1	basic	['datawarrior']
14699142	7.72	6.37	13	basic	['chembl25']
4221	3.12	3.07	8	acidic	['datawarrior']
4201	3.63	3.77	10	acidic	['datawarrior']
14686572	9.5	9.4	10	basic	['chembl25']
4223	2.95	3.3	8	acidic	['datawarrior']
4207	3.62	3.82	10	acidic	['datawarrior']
1641	5.56	5.45	0	basic	['datawarrior']
15731570	4.26	4.75	20	acidic	['chembl25']
15731571	4.23	4.75	20	acidic	['chembl25']
3020	4.75	4.82	0	basic	['datawarrior']
2877	5.0	5.0	4	basic	['datawarrior']
14693910	5.07	4.98	5	basic	['datawarrior', 'chembl25']
3038	4.02	4.06	8	basic	['datawarrior']
2995	4.94	5.18	0	basic	['datawarrior']
3036	4.05	3.98	8	basic	['datawarrior']
5743	3.2	6.59	10	basic	['datawarrior']
1133	4.69	5.58	0	basic	['datawarrior']
3525767	6.31	6.97	10	basic	['chembl25']
902240	6.5	6.78	5	basic	['chembl25']
6656	2.37	3.58	16	basic	['datawarrior']
5161	3.04	3.06	14	basic	['datawarrior']
5177290	5.07	3.97	10	acidic	['chembl25']
5717	7.8	7.31	5	basic	['datawarrior']
6118	7.85	7.39	5	basic	['datawarrior']
855255	5.7	6.58	35	acidic	['chembl25']
2042039	3.36	3.55	27	acidic	['chembl25']
14682468	5.79	8.47	15	acidic	['chembl25']
6134	11.18	11.21	9	acidic	['datawarrior']
6135	10.89	11.2	9	acidic	['datawarrior']
5129	10.81	11.21	2	acidic	['datawarrior']
756	7.3	5.45	0	basic	['datawarrior']
14686573	10.59	10.01	7	basic	['chembl25']
14686581	9.456667	9.01	7	basic	['chembl25']
1665	11.64	11.78	2	acidic	['datawarrior']
1748	3.42	2.06	2	basic	['datawarrior']
2116	6.75	6.61	5	acidic	['datawarrior']
1433456	9.65	8.16	5	acidic	['chembl25']
1433459	8.78	7.99	5	acidic	['chembl25']
1433458	9.23	8.12	5	acidic	['chembl25']
1433457	8.985	8.0	5	acidic	['datawarrior', 'chembl25']
1374	7.32	11.31	4	acidic	['datawarrior']
4259	3.01	2.79	2	acidic	['datawarrior']
4228	10.73	10.84	0	acidic	['datawarrior']
2812	10.56	10.71	0	acidic	['datawarrior']
1370	10.15	10.26	0	acidic	['datawarrior']
2768	9.62	9.55	0	acidic	['datawarrior']
3977	4.7	4.91	7	acidic	['datawarrior']
823825	10.26	10.35	5	acidic	['datawarrior', 'chembl25']
2805	10.32	10.46	0	acidic	['datawarrior']
856	8.28	9.07	0	acidic	['datawarrior']
4235	8.01	7.81	10	acidic	['datawarrior']
6260	9.87	9.79	13	basic	['datawarrior']
4909	9.53	9.14	11	basic	['datawarrior']
5657	11.23	10.5	4	acidic	['datawarrior']
588	3.15	3.86	2	acidic	['datawarrior']
14672217	6.4	6.27	8	basic	['chembl25']
5089	7.41	7.16	13	basic	['datawarrior']
7993036	3.9	5.16	8	acidic	['chembl25']
3216065	5.98	4.07	10	acidic	['chembl25']
5617	5.05	2.94	3	acidic	['datawarrior']
6494	4.21	2.94	3	acidic	['datawarrior']
5629	11.4	10.4	3	acidic	['datawarrior']
4936	10.8	10.4	3	acidic	['datawarrior']
4935	9.49	10.4	3	acidic	['datawarrior']
5628	9.84	10.4	3	acidic	['datawarrior']
1433332	9.02	8.01	10	acidic	['chembl25']
1433340	9.2	8.13	10	acidic	['chembl25']
1433315	8.905	8.03	10	acidic	['datawarrior', 'chembl25']
47363	8.67	7.75	18	acidic	['chembl25']
69158	8.95	8.45	18	acidic	['chembl25']
4499	9.89	10.45	3	acidic	['datawarrior']
827	9.62	10.49	3	acidic	['datawarrior']
