pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset	SMILES
7.39	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(C)cccc12
6.11	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(Cl)cccc12
6.33	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(F)cccc12
7.39	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(OC)cccc12
7.15	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(OCC(O)CO)cccc12
7.36	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(OCCCC(N)=O)cccc12
7.36	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2c(OCCO)cccc12
6.84	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(Br)ccc12
5.94	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(C#N)ccc12
7.64	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(C(C)(C)C)ccc12
7.66	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(C(C)C)ccc12
6.24	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(C(F)(F)F)ccc12
6.66	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(C(N)=O)ccc12
7.7	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(C)ccc12
7.5	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(CCC(N)=O)ccc12
6.84	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(Cl)ccc12
7.05	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(F)ccc12
7.26	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(N=[N+]=[N-])ccc12
7.63	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(NC(C)=O)ccc12
7.0	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(OCC(O)CO)ccc12
7.36	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(OCCCC(N)=O)ccc12
7.36	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(OCCO)ccc12
5.87	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cc(S(C)(=O)=O)ccc12
7.38	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccc(C(C)(C)C)cc12
7.4	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccc(C(C)C)cc12
6.59	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccc(C(N)=O)cc12
7.45	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccc(C)cc12
6.69	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccc(Cl)cc12
6.71	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccc(F)cc12
6.71	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2cccc(C)c12
7.43	9.23	5	acidic	['chembl25']	COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccccc12
7.12	4.34	8	acidic	['datawarrior']	COc1cc(OC)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1
4.8	4.21	12	acidic	['chembl25']	COc1cc(OC)c(-c2ccc(C#CCO)s2)cc1C(=O)NS(=O)(=O)c1ccccc1
7.28	8.38	26	acidic	['chembl25']	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(=NS(C)(=O)=O)[nH]2)c(OC)c1
2.39	2.0	16	basic	['chembl25']	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2cnc(OC)c(N)c2)c(OC)c1
7.66	7.81	21	acidic	['chembl25']	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2cnc(OC)c(NS(C)(=O)=O)c2)c(OC)c1
10.15	8.58	13	basic	['chembl25']	COc1cc(OC)c(NC2=NCCN2)cc1Cl
8.84	9.13	18	basic	['datawarrior']	COc1cc(OC)c(OC)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1
4.49	8.2	18	acidic	['datawarrior']	COc1cc(OC)c2c(c1Cl)O[C@]1(C(=O)CC(=O)C[C@@H]1C)C2=O
8.92	8.96	22	basic	['datawarrior']	COc1cc(S(C)(=O)=O)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC
2.88	2.21	12	basic	['datawarrior']	COc1cc(S(C)=O)ccc1-c1cn2ccncc2n1
8.94	9.3	13	acidic	['datawarrior']	COc1cc(S(C)=O)ccc1-c1nc2nccnc2[nH]1
5.0	3.54	14	basic	['chembl25']	COc1cc([C@H]2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC
8.1	11.29	7	basic	['chembl25']	COc1cc2[nH]c(N(C)CCCNC(=O)C3CCCO3)nc(=N)c2cc1OC
7.1	10.72	7	basic	['chembl25']	COc1cc2[nH]c(N3CCN(C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC
6.9	10.52	7	basic	['chembl25']	COc1cc2[nH]c(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(=N)c2cc1OC
7.0	10.65	7	basic	['chembl25']	COc1cc2[nH]c(N3CCN(C(=O)c4ccco4)CC3)nc(=N)c2cc1OC
9.6	9.23	24	acidic	['chembl25']	COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2
4.0	4.91	9	basic	['chembl25']	COc1cc2c(cc1OC)-c1c(-c3cnc(C(=O)N(C)C(C)(C)C)s3)ncn1CC2
5.0	5.42	10	basic	['chembl25']	COc1cc2c(cc1OC)-c1c(-c3cncs3)nc(C)n1CC2
4.3	4.91	9	basic	['chembl25']	COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2
9.08	9.12	11	basic	['chembl25']	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
8.09	5.45	19	basic	['datawarrior']	COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3
3.12	6.59	5	basic	['datawarrior']	COc1cc2c(cc1OC)C13CCN4C1CC1C(=CCOC5CC(=O)N2C3C51)[C@@H]4S(=O)(=O)O
11.1	10.32	9	basic	['chembl25']	COc1cc2c(cc1OC)N=C(N)NC2
7.3	5.22	10	basic	['datawarrior']	COc1cc2c(cc1OC)NCC2
5.86	8.84	20	basic	['datawarrior']	COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43
7.45	8.62	14	basic	['datawarrior']	COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1C6[C@@]5(S(=O)(=O)O)C[C@H]43
6.5	8.26	11	acidic	['datawarrior']	COc1cc2ccc(=O)oc2cc1O
3.82	3.63	2	acidic	['datawarrior']	COc1cc2ccccc2cc1C(=O)O
2.33	3.8	4	acidic	['datawarrior']	COc1ccc(-c2c(O)c2=O)cc1
5.83	5.29	12	basic	['chembl25']	COc1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1
3.31	3.49	15	acidic	['chembl25']	COc1ccc(-c2cc(C(=O)O)[nH]n2)cc1
4.8	3.52	22	acidic	['chembl25']	COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)c(OC)n1
2.4	3.52	20	acidic	['chembl25']	COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cn1
8.29	5.42	17	basic	['datawarrior']	COc1ccc(-c2cc3ccncc3[nH]2)c(OC)c1
8.49	8.25	18	basic	['datawarrior']	COc1ccc(-c2cc3cnccc3[nH]2)c(OC)c1
3.62	4.07	20	acidic	['chembl25']	COc1ccc(-c2ccc(/C=C3/SC(=S)N(CC(=O)O)C3=O)o2)cc1
9.85	9.64	15	basic	['chembl25']	COc1ccc(-c2ccc(CCCN(C)C)cc2)cc1
6.76	6.16	8	basic	['datawarrior']	COc1ccc(-c2cn3cc[nH]c3n2)c(OC)c1
3.22	2.86	17	basic	['datawarrior']	COc1ccc(-c2cnc(-c3ccc(N)cc3)o2)cc1
6.82	5.81	10	basic	['chembl25']	COc1ccc(-c2cncn2-c2cc(OC)c(OC)c(OC)c2)cc1
6.03	5.35	9	basic	['chembl25']	COc1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
6.16	5.13	18	basic	['datawarrior']	COc1ccc(-c2nc3cnccc3n2C)c(OC)c1
7.69	8.42	9	acidic	['datawarrior']	COc1ccc(-c2nc3nc(SC)nnc3[nH]2)c(OC)c1
3.71	3.12	18	basic	['datawarrior']	COc1ccc(-c2ncc(-c3ccc(N)cc3)o2)cc1
6.63	5.47	10	basic	['chembl25']	COc1ccc(-c2nccn2-c2cc(OC)c(OC)c(OC)c2)cc1F
4.23	5.97	11	acidic	['datawarrior']	COc1ccc(-c2nn[nH]n2)cc1
9.3	8.79	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1
8.6	7.52	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1
8.9	8.73	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cc4)C3)o2)cc1
8.5	7.92	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cn4)C3)o2)cc1
8.0	8.95	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)CC5(C)COC5)cc4)C3)o2)cc1
8.5	6.47	4	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC(OC)C5)cc4)C3)o2)cc1
8.4	6.46	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCCO6)C5)cc4)C3)o2)cc1
8.6	7.8	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCOC6)C5)cc4)C3)o2)cc1
8.2	7.4	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1
9.0	8.7	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCC(C)(O)C5)cc4)C3)o2)cc1
9.9	8.96	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC5)cc4)C3)o2)cc1
6.0	7.32	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC56COC6)cc4)C3)o2)cc1
8.1	8.05	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCOCC5)cc4)C3)o2)cc1
8.4	7.57	28	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCN(C)CC5)c(F)c4)C3)o2)cc1
7.5	5.97	25	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCOCC5)c(OC)c4)C3)o2)cc1
8.9	8.54	27	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CC(O)C(C)(C)C5)cc4)CC3)o2)cc1
8.9	8.41	27	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCC(O)C5)cc4)CC3)o2)cc1
9.2	8.12	27	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)cn4)CC3)o2)cc1
8.5	7.89	30	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCN(C)CC5)cc4)CC3)o2)cc1
6.5	6.62	27	basic	['chembl25']	COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCOCC5)cc4)CC3)o2)cc1
7.06	7.53	9	acidic	['chembl25']	COc1ccc(-n2[nH]c(C)cc2=O)cc1
9.43	6.49	13	acidic	['chembl25']	COc1ccc(-n2cc(C=NO)[n+](C)c2)cc1
9.38	6.17	13	acidic	['chembl25']	COc1ccc(-n2cc(C=NO)[n+](C)c2SC)cc1
10.0	9.07	19	basic	['chembl25']	COc1ccc(-n2cc3nc(-c4ccccc4C)n(CC4CCCN(C(C)C)C4)c(=O)c3n2)cc1
4.6	3.92	2	acidic	['datawarrior']	COc1ccc(/C=C/C(=O)O)cc1
4.55	3.68	10	acidic	['chembl25']	COc1ccc(/C=C/C(=O)O)cc1OC
5.8	5.98	11	acidic	['chembl25']	COc1ccc(/C=C2/SC(=S)NC2=O)cc1
4.03	3.42	2	acidic	['datawarrior']	COc1ccc(/C=C\C(=O)O)cc1
9.35	10.29	8	basic	['datawarrior']	COc1ccc(/N=C/N(C)C)cc1
4.53	3.93	15	basic	['datawarrior']	COc1ccc(/N=N/c2ccncc2)cc1
7.2	4.24	17	acidic	['chembl25']	COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1
8.3	7.69	8	basic	['datawarrior']	COc1ccc(C(=N)c2ccccc2)c(OC)c1
7.71	8.31	12	acidic	['chembl25']	COc1ccc(C(=O)C(=NO)SCC[N+](C)(C)C)cc1
9.19	9.22	18	basic	['chembl25']	COc1ccc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc1
8.89	9.21	20	basic	['chembl25']	COc1ccc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@H]32)cc1OC
9.27	9.48	24	basic	['chembl25']	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
4.54	4.25	2	acidic	['datawarrior']	COc1ccc(C(=O)O)c(C)c1
4.45	4.37	2	acidic	['datawarrior']	COc1ccc(C(=O)O)cc1
4.2	4.28	19	acidic	['chembl25']	COc1ccc(C(=O)O)cc1-c1ccc(C#CCO)s1
4.35	4.37	2	acidic	['datawarrior']	COc1ccc(C(=O)O)cc1C
3.47	2.77	22	acidic	['datawarrior']	COc1ccc(C(=O)O[C@H]2OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1OC
2.79	2.66	0	acidic	['datawarrior']	COc1ccc(C(=O)S)cc1
3.55	3.67	20	acidic	['chembl25']	COc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
9.5	7.93	18	acidic	['chembl25']	COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1
8.2	8.63	18	acidic	['chembl25']	COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1
10.95	11.11	7	acidic	['datawarrior']	COc1ccc(C(=S)Nc2ccc(Br)cc2)cc1
11.81	11.24	2	acidic	['datawarrior']	COc1ccc(C(=S)Nc2ccc(C)cc2)cc1
10.14	11.01	8	acidic	['datawarrior']	COc1ccc(C(=S)Nc2ccc(Cl)c(Cl)c2)cc1
10.93	11.1	7	acidic	['datawarrior']	COc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1
11.27	11.14	2	acidic	['datawarrior']	COc1ccc(C(=S)Nc2ccccc2)cc1
4.3	4.78	13	basic	['chembl25']	COc1ccc(C(C#N)N2CCCC2)cc1OC
4.0	4.65	13	basic	['chembl25']	COc1ccc(C(C#N)N2CCCCC2)cc1OC
7.6	7.21	16	basic	['chembl25']	COc1ccc(C(C#N)N2CCN(C)CC2)cc1OC
7.11	7.6	14	basic	['chembl25']	COc1ccc(C(CC(F)(F)CN)(c2ccccc2)c2ccc(C)cc2)cc1
7.86	8.91	13	basic	['chembl25']	COc1ccc(C(CC(F)CN)(c2ccccc2)c2ccc(C)cc2)cc1
4.63	5.53	12	basic	['chembl25']	COc1ccc(C(CCC(N)C(F)(F)F)(c2ccccc2)c2ccc(C)cc2)cc1
9.86	10.2	12	basic	['chembl25']	COc1ccc(C(CCCN)(c2ccccc2)c2ccccc2)cc1
9.671429	8.9	10	basic	['chembl25']	COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
9.02	9.15	11	basic	['datawarrior']	COc1ccc(C(O)CN)cc1
8.79	9.7	11	basic	['datawarrior']	COc1ccc(C(O)CNC(C)CC2=C(C)C(C)(C)CC2)cc1
3.84	3.7	2	acidic	['datawarrior']	COc1ccc(C)c(C(=O)O)c1
10.0	10.7	13	basic	['chembl25']	COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(=N)N2)cc1
5.3	5.0	11	basic	['chembl25']	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C(C)C)C(=N)N2)cc1
5.2	5.11	14	basic	['chembl25']	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(=N)N2)cc1
6.8	7.88	9	basic	['chembl25']	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1
8.2	5.27	9	basic	['chembl25']	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1
5.4	7.3	9	basic	['chembl25']	COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1
8.9	8.97	9	basic	['datawarrior']	COc1ccc(C2CCCN2C)cc1
8.7	6.54	9	basic	['datawarrior']	COc1ccc(C2CN2)cc1
5.45	7.59	3	basic	['datawarrior']	COc1ccc(C2NCCS2)cc1
8.74	9.05	17	basic	['datawarrior']	COc1ccc(C=O)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1
8.89	9.39	7	acidic	['datawarrior']	COc1ccc(C=O)cc1O
8.2	8.59	13	basic	['chembl25']	COc1ccc(CC(=O)NC2CCN(CC[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)cc1
4.36	4.12	2	acidic	['datawarrior']	COc1ccc(CC(=O)O)cc1
10.57	12.0	2	acidic	['datawarrior']	COc1ccc(CC(C(C)=O)C(C)=O)cc1
9.53	10.04	10	basic	['datawarrior']	COc1ccc(CC(C)N)cc1
8.9	6.14	11	acidic	['chembl25']	COc1ccc(CC2=NC(=O)NC2=O)cc1
4.72	4.31	2	acidic	['datawarrior']	COc1ccc(CCC(=O)O)cc1
10.91	9.67	9	basic	['chembl25']	COc1ccc(CCCN(C)C)cc1
10.76	9.64	9	basic	['chembl25']	COc1ccc(CCCN(C)C)cc1Cl
8.881667	9.67	8	basic	['chembl25']	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
8.66	9.67	8	basic	['chembl25']	COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
9.79	9.81	10	basic	['datawarrior']	COc1ccc(CCN)cc1
9.87	9.79	12	basic	['datawarrior']	COc1ccc(CCN)cc1OC
8.4	9.31	8	basic	['chembl25']	COc1ccc(CCNCC(O)COc2ccc(-c3ncco3)cc2)cc1OC
8.4	9.31	8	basic	['chembl25']	COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
9.87	10.29	8	basic	['chembl25']	COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
9.67	9.28	9	basic	['datawarrior']	COc1ccc(CN)cc1
9.39	9.21	11	basic	['datawarrior']	COc1ccc(CN)cc1OC
6.15	3.87	7	basic	['chembl25']	COc1ccc(CN=C(N)C(Cl)(Cl)Br)cc1
6.0	3.24	7	basic	['chembl25']	COc1ccc(CN=C(N)C(Cl)(Cl)Cl)cc1
6.4	5.46	22	basic	['chembl25']	COc1ccc(CNC(=O)N2[C@H](C)CN(CCC(C)C)c3cnccc3[C@@H]2C)cc1
4.42	4.05	1	basic	['datawarrior']	COc1ccc(CON)cc1
9.2	8.72	25	basic	['chembl25']	COc1ccc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc1OC
9.6	10.01	12	basic	['datawarrior']	COc1ccc(C[C@H](C)N)cc1OC
7.94	6.37	14	basic	['chembl25']	COc1ccc(Cc2c3ccccc3nc3ccccc23)cc1
7.35	6.52	15	acidic	['chembl25']	COc1ccc(Cc2cc(=O)c3ccc(O)cc3o2)cc1
6.25	6.02	8	basic	['chembl25']	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
3.95	3.77	18	acidic	['chembl25']	COc1ccc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl
4.13	2.06	7	basic	['datawarrior']	COc1ccc(Cl)c2cccnc12
5.3	4.32	23	acidic	['chembl25']	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
5.65	3.24	12	acidic	['chembl25']	COc1ccc(Cl)cc1S(=O)(=O)NC(=O)NC(C)C
4.5	2.51	12	acidic	['chembl25']	COc1ccc(Cl)cc1S(=O)(=O)NC(=O)Nc1ccccc1
5.74	4.97	12	acidic	['chembl25']	COc1ccc(Cl)cc1S(=O)(=O)NC(=S)NC(C)C
6.6	7.46	19	basic	['chembl25']	COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4)cc1
5.4	4.49	22	acidic	['chembl25']	COc1ccc(Cn2cc(-c3nn[nH]n3)c(=O)c3c(F)ccc(F)c32)cc1
8.0	11.86	12	acidic	['chembl25']	COc1ccc(Cn2cc(C(=O)NC(C)=O)c(=O)c3c(F)ccc(F)c32)cc1
4.5	3.92	12	acidic	['chembl25']	COc1ccc(Cn2cc(C(=O)NS(C)(=O)=O)c(=O)c3c(F)ccc(F)c32)cc1
6.0	5.62	12	acidic	['chembl25']	COc1ccc(Cn2cc(C(=O)O)c(=O)c3c(F)ccc(F)c32)cc1
8.82	9.13	17	basic	['datawarrior']	COc1ccc(F)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1
5.52	3.24	12	acidic	['chembl25']	COc1ccc(F)cc1S(=O)(=O)NC(=O)NC(C)C
8.79	9.14	17	basic	['datawarrior']	COc1ccc(I)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1
5.86	5.55	8	basic	['datawarrior']	COc1ccc(N(C)C)cc1
4.29	4.75	21	acidic	['chembl25']	COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1
4.31	4.75	21	acidic	['chembl25']	COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1
5.076667	5.11	6	basic	['datawarrior', 'chembl25']	COc1ccc(N)cc1
4.09	4.29	9	basic	['datawarrior']	COc1ccc(N)cc1Br
4.24	3.39	3	basic	['datawarrior']	COc1ccc(N)cn1
7.51	8.2	11	basic	['chembl25']	COc1ccc(N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2)cc1
8.1	8.02	6	basic	['chembl25']	COc1ccc(N=C(N)c2cccs2)cc1CSC1CCCC1
5.08	3.54	11	acidic	['chembl25']	COc1ccc(NC(=O)C(C#N)=NO)cc1
3.12	3.3	28	acidic	['chembl25']	COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)O)c1
5.84	8.47	16	acidic	['chembl25']	COc1ccc(NC(=O)c2cn(C)c(O)c2O)cc1
11.26	11.25	9	acidic	['datawarrior']	COc1ccc(NC(=S)c2ccc(Cl)cc2)cc1
11.85	11.28	2	acidic	['datawarrior']	COc1ccc(NC(=S)c2ccc(OC)cc2)cc1
10.99	11.23	9	acidic	['datawarrior']	COc1ccc(NC(=S)c2cccc(Br)c2)cc1
11.36	11.25	2	acidic	['datawarrior']	COc1ccc(NC(=S)c2ccccc2)cc1
11.96	11.72	2	acidic	['datawarrior']	COc1ccc(NC(C)=S)cc1
11.74	11.71	2	acidic	['datawarrior']	COc1ccc(NC=S)cc1
3.72	2.66	8	basic	['datawarrior']	COc1ccc(NCO)cc1
8.88	8.07	3	acidic	['datawarrior']	COc1ccc(NS(=O)(=O)c2ccccc2)cc1
5.9	5.25	15	basic	['datawarrior']	COc1ccc(Nc2ccc(N)cc2)cc1
7.75	10.78	4	acidic	['datawarrior']	COc1ccc(O)c(=O)cc1
8.62	8.56	4	acidic	['datawarrior']	COc1ccc(O)c(Br)c1
3.9	2.52	11	acidic	['chembl25']	COc1ccc(O)c(C(=O)O)c1
10.16	10.3	9	acidic	['datawarrior']	COc1ccc(O)c(C)c1
6.6	9.19	6	acidic	['chembl25']	COc1ccc(O)c(C=NNC(=S)Cc2ccccc2)c1
10.24	9.94	8	acidic	['datawarrior']	COc1ccc(O)cc1
9.09	9.31	9	acidic	['datawarrior']	COc1ccc(O)cc1Br
10.24	10.07	9	acidic	['datawarrior']	COc1ccc(O)cc1C
8.9	9.15	13	basic	['chembl25']	COc1ccc(OC(=O)N(C)CCN)cc1
9.6	9.76	13	basic	['chembl25']	COc1ccc(OC(=O)NCCCN)cc1
8.65	9.16	12	basic	['chembl25']	COc1ccc(OC(=O)NCCN)cc1
10.21	8.08	17	acidic	['chembl25']	COc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1
3.72	3.86	5	basic	['datawarrior']	COc1ccc(OC)c(N)c1
10.15	8.89	12	basic	['chembl25']	COc1ccc(OC)c(NC2=NCCN2)c1
6.12	5.84	5	basic	['datawarrior']	COc1ccc(OC)c2c1nc(C)n2C
4.1	4.62	3	basic	['datawarrior']	COc1ccc(OC)c2c1nc(CCl)n2C
5.24	4.36	5	basic	['datawarrior']	COc1ccc(OC)c2c1nc(CO)n2C
7.24	6.23	11	basic	['datawarrior']	COc1ccc(S(=O)(=O)CCN2CCCCC2)c(OC)c1OC
4.89	4.09	11	basic	['datawarrior']	COc1ccc(S(=O)(=O)CCN2CCOCC2)c(OC)c1OC
11.53	10.51	3	acidic	['datawarrior']	COc1ccc(S(=O)(=O)NCc2ccccc2)cc1
9.8	8.25	11	acidic	['chembl25']	COc1ccc(S(=O)(=O)Nc2ccc(C)cc2)cc1
9.19	8.1	11	acidic	['chembl25']	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1
9.32	8.22	11	acidic	['chembl25']	COc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1
