pKa	marvin_pKa	marvin_atom	marvin_pKa_type	ISO_SMI	SMILES
9.75	8.65	21	acidic	O=c1[nH]c2cc(C(F)(F)F)ccc2n1Cc1cc(Cl)ccc1O	O=c1[nH]c2cc(C(F)(F)F)ccc2n1Cc1cc(Cl)ccc1O
8.2	6.58	17	acidic	O=c1[nH]c2ccc(-c3ccc(F)cc3)cc2cc1[O-]	O=c1[nH]c2ccc(-c3ccc(F)cc3)cc2cc1[O-]
10.0	11.82	11	acidic	O=c1[nH]c2ccccc2c(=O)n1CCCl	O=c1[nH]c2ccccc2c(=O)n1CCCl
7.5	3.98	17	acidic	O=c1cc(CSc2cccc(F)c2F)nc2cc(-c3ccco3)[nH]n12	O=c1cc(CSc2cccc(F)c2F)nc2cc(-c3ccco3)[nH]n12
7.35	6.59	17	acidic	O=c1cc(CSc2cccc(F)c2F)nc2cc[nH]n12	O=c1cc(CSc2cccc(F)c2F)nc2cc[nH]n12
5.8	6.35	6	acidic	O=c1ccc2nc3ccc(O)cc3oc-2c1	O=c1ccc2nc3ccc(O)cc3oc-2c1
4.6	4.49	8	basic	OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1	OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1
8.4	8.93	9	basic	[NH3+]C(CO)c1ccccc1	[NH3+]C(CO)c1ccccc1
4.9	3.45	18	basic	c1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1	c1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1
4.8	3.62	10	basic	c1ccc(-c2nc3n(c2-c2ccccc2)CCS3)cc1	c1ccc(-c2nc3n(c2-c2ccccc2)CCS3)cc1
9.0	8.88	9	basic	c1ccc(N2CC[NH2+]CC2)cc1	c1ccc(N2CC[NH2+]CC2)cc1
8.0	5.81	14	basic	c1ccc(Nc2nc(NC3CCCCC3)nc3ccccc23)cc1	c1ccc(Nc2nc(NC3CCCCC3)nc3ccccc23)cc1
3.6	2.13	8	basic	c1ccc(Nc2ncc3ccccc3n2)cc1	c1ccc(Nc2ncc3ccccc3n2)cc1
